-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,64,52,36,-1,-1,1,1,1,1,1,1,1,1,2,-1,-1,-1
-1,-1,-1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,-1,-1,64,65,65,68,36,17,17,17,17,17,17,18,18,-1,-1
-1,-1,-1,81,81,81,81,81,0,1,1,1,2,81,81,81,81,81,81,81,81,81,81,81,81,67,68,36,17,17,17,17,18,18,-1,-1
-1,-1,-1,81,81,0,1,1,17,17,17,17,17,1,1,1,2,81,81,81,81,81,81,81,81,81,81,67,68,17,36,17,18,18,-1,-1
-1,-1,-1,0,1,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,2,81,81,81,81,81,81,81,64,67,68,66,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,81,81,81,81,81,81,81,81,99,99,82,-1,-1,-1
-1,-1,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,2,81,81,81,81,81,81,99,99,82,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,81,81,81,81,81,99,99,82,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,35,17,17,17,17,17,17,17,17,17,17,17,17,17,1,81,81,81,0,0,1,1,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,35,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,17,17,17,-1,-1,-1
-1,-1,-1,16,17,17,17,17,35,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,81,81,81,17,17,17,17,17,17,17,17,17,17,17,17,17,17,81,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,18,81,81,81,17,17,17,17,17,17,17,17,17,17,17,17,68,81,81,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,81,81,81,17,17,17,17,17,17,17,17,17,17,17,81,81,81,81,-1,-1,-1
-1,-1,-1,16,17,17,17,17,17,17,17,17,17,17,-1,81,81,17,17,17,17,17,17,-1,68,36,17,17,17,81,81,81,81,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,65,17,17,17,-1,81,81,81,-1,-1,-1,17,17,-1,81,81,67,68,68,53,81,81,81,81,-1,-1,-1
-1,-1,-1,81,81,81,81,81,81,81,-1,-1,-1,81,81,81,81,81,81,81,-1,-1,81,81,81,81,81,81,81,81,81,81,81,-1,-1,-1
-1,-1,-1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
