-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,74,44,74,-1,-1,91,-1,-1,-1,-1,22,-1,-1,74,-1,-1,-1,-1,-1,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,74,60,74,-1,17,6,14,222,223,-1,38,-1,-1,-1,-1,91,-1,-1,14,22,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,102,-1,-1,-1,64,36,74,74,74,-1,-1,22,-1,253,255,-1,54,-1,-1,-1,-1,-1,91,74,-1,38,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,94,-1,-1,14,17,-1,-1,-1,-1,-1,-1,-1,54,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,94,-1,74,17,-1,74,221,221,239,17,6,17,-1,-1,-1
-1,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,107,108,-1,-1,74,91,253,253,255,74,22,17,91,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,74,7,22,22,6,-1,-1,-1,-1,102,-1,-1,-1,-1,-1,46,110,110,31,54,17,237,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,23,38,23,22,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,-1,126,127,95,253,-1,-1
-1,-1,-1,-1,6,17,-1,-1,-1,-1,-1,-1,18,38,54,38,23,23,-1,-1,1,-1,81,-1,-1,-1,-1,-1,-1,64,76,76,68,-1,-1,-1
-1,-1,0,-1,22,-1,-1,-1,-1,91,-1,-1,18,54,72,54,38,38,17,218,218,18,81,-1,-1,-1,-1,102,-1,-1,76,76,81,-1,-1,-1
-1,-1,16,17,38,-1,6,35,-1,-1,-1,-1,18,-1,91,-1,54,54,-1,14,-1,17,74,6,6,6,-1,-1,-1,-1,76,76,81,-1,-1,-1
-1,-1,48,49,54,-1,22,-1,-1,72,-1,22,18,17,-1,-1,-1,-1,91,-1,-1,72,17,22,22,22,6,6,-1,81,76,76,81,-1,-1,71
-1,0,-1,17,6,-1,-1,-1,91,-1,-1,38,-1,-1,-1,-1,-1,91,-1,-1,17,17,17,38,23,23,22,22,7,0,63,63,2,-1,-1,-1
-1,16,-1,17,22,90,39,-1,17,-1,35,54,91,-1,-1,-1,-1,-1,-1,-1,17,17,17,54,38,23,38,38,38,72,17,91,-1,-1,-1,-1
-1,48,49,49,38,49,13,13,13,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,17,17,17,17,54,38,54,54,54,-1,14,-1,-1,-1,-1,-1
-1,15,-1,17,-1,17,48,49,-1,54,-1,-1,-1,17,17,-1,-1,-1,-1,14,-1,91,17,17,-1,54,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
-1,16,-1,17,91,-1,17,-1,-1,-1,-1,72,17,6,6,76,-1,91,-1,7,17,17,17,17,17,17,91,-1,6,6,6,-1,74,-1,-1,-1
-1,16,14,17,17,17,17,-1,-1,14,17,17,17,22,38,92,-1,-1,-1,23,17,-1,-1,72,222,223,17,6,22,22,38,56,-1,-1,-1,-1
-1,16,-1,17,17,17,-1,-1,-1,17,17,17,41,23,54,-1,-1,102,-1,38,48,49,49,49,205,205,49,22,38,38,54,-1,-1,-1,-1,-1
-1,16,91,17,17,17,-1,-1,17,17,91,17,7,38,55,-1,-1,-1,-1,54,6,14,6,91,254,255,-1,38,54,54,-1,-1,-1,-1,-1,-1
-1,64,65,36,17,17,17,-1,-1,41,17,24,23,54,45,-1,-1,-1,91,-1,22,-1,38,-1,52,46,95,31,72,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,52,52,52,-1,-1,-1,12,40,38,-1,61,-1,-1,-1,-1,-1,38,55,54,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,71,-1,-1,-1,-1,102,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
